codigo sampler,Matriz,SubMatriz,granulometría - micrometro,grasa - nmr,humedad - determinador halogeno,limite de fluidez  anton paar,viscosidad plastica  anton paar,"('acidez', '135')","('acidez', '154')","('acidez', '155')","('acidez', '160')","('acidez', '179')","('amargor', '135')","('amargor', '154')","('amargor', '155')","('amargor', '160')","('amargor', '179')","('aroma', '135')","('aroma', '154')","('aroma', '155')","('aroma', '160')","('aroma', '179')","('astringencia', '135')","('astringencia', '154')","('astringencia', '155')","('astringencia', '160')","('astringencia', '179')","('dulce', '135')","('dulce', '154')","('dulce', '155')","('dulce', '160')","('dulce', '179')","('velocidad fusion', '135')","('velocidad fusion', '154')","('velocidad fusion', '155')","('velocidad fusion', '160')","('velocidad fusion', '179')",Relev aroma-135,Relev aroma-154,Relev aroma-155,Relev aroma-160,Relev aroma-179,Relev dulce-135,Relev dulce-154,Relev dulce-155,Relev dulce-160,Relev dulce-179,Relev amargor-135,Relev amargor-154,Relev amargor-155,Relev amargor-160,Relev amargor-179,Relev acidez-135,Relev acidez-154,Relev acidez-155,Relev acidez-160,Relev acidez-179,Relev astringencia-135,Relev astringencia-154,Relev astringencia-155,Relev astringencia-160,Relev astringencia-179,Relev velocidad fusion-135,Relev velocidad fusion-154,Relev velocidad fusion-155,Relev velocidad fusion-160,Relev velocidad fusion-179
D10211448,Chocolate,Chocolate sucedaneo oscuro,21.0,33.6383,0.19,19.4935,3.8242,1.0,0.0,1.0,,,5.5,6.0,5.0,,,6.0,6.0,5.0,,,0.0,0.0,1.0,,,6.0,5.0,5.0,,,6.0,5.0,6.0,,,0.1959310525419224,0.20332689245921454,0.21014171916383223,0.19530016791751545,0.19530016791751545,0.19622520757213976,0.20496857634046944,0.2063618107457965,0.19622220267079715,0.19622220267079715,0.1965888248577077,0.20352620815513056,0.20959784690485492,0.19514356004115344,0.19514356004115344,0.19613324711183822,0.20503181643121418,0.20798202421557122,0.1954264561206882,0.1954264561206882,0.1956604156581573,0.20267200284595557,0.2134215960028178,0.1941229927465347,0.1941229927465347,0.19736280822327942,0.20436048955893607,0.20398504097589817,0.1971458306209432,0.1971458306209432
D10211449,Chocolate,Chocolate sucedaneo oscuro,20.0,35.6325,0.14,19.2925,2.1477,2.0,1.0,1.0,,,6.0,5.0,5.0,,,6.0,5.0,5.0,,,2.0,2.0,1.0,,,5.0,5.0,5.0,,,6.0,5.0,6.0,,,0.198641820567305,0.18586442228123773,0.25429688269058337,0.18059843723043695,0.18059843723043695,0.20481753660528068,0.18599383030546596,0.2487889982228934,0.18019981743317995,0.18019981743317995,0.19793873737324558,0.18291866997311118,0.26248136821396784,0.1783306122198377,0.1783306122198377,0.19842009050216577,0.1840276564274314,0.26275561379243806,0.17739831963898234,0.17739831963898234,0.1913565214702161,0.17789814915226515,0.2872635943312055,0.1717408675231566,0.1717408675231566,0.20457260442099665,0.18622923463232285,0.24436635587644237,0.18241590253511902,0.18241590253511902
D10211572,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,43.9476,0.29,5.9977,1.0999,2.0,2.0,2.0,,,6.0,6.0,7.0,,,6.0,6.0,5.0,,,4.0,4.0,5.0,,,3.0,3.0,3.0,,,6.5,5.0,6.0,,,0.183062228986976,0.23277776172181822,0.22551672017118962,0.17932164456000807,0.17932164456000807,0.18104519094227045,0.22571701737180247,0.2396500336586513,0.17679387901363788,0.17679387901363788,0.18072459690639645,0.2375190755787634,0.2357395151919393,0.1730084061614504,0.1730084061614504,0.18130718163540394,0.24294627844943625,0.23052129572810473,0.1726126220935275,0.1726126220935275,0.17136302310067072,0.2437700934762253,0.2508796694280922,0.16699360699750582,0.16699360699750582,0.17608534064882814,0.24793080814715826,0.24744908387381043,0.1642673836651016,0.1642673836651016
D10212253,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,36.729,0.26,10.1579,2.3572,2.0,0.0,1.0,,,6.5,6.0,6.0,,,6.0,6.0,4.0,,,2.0,4.0,3.0,,,6.0,3.0,4.0,,,6.5,6.0,6.0,,,0.2118965029207276,0.19576918332523185,0.20787738393823832,0.19222846490790105,0.19222846490790105,0.2061369408712041,0.1934643435022713,0.21821129880251475,0.1910937084120049,0.1910937084120049,0.22024095812222486,0.1925643856431567,0.2105298871735522,0.18833238453053316,0.18833238453053316,0.21792198735205076,0.19324127425743162,0.2122635851728709,0.18828657660882336,0.18828657660882336,0.22301676307162233,0.19219647560512151,0.21179443928673342,0.1864961610182613,0.1864961610182613,0.21693408211160967,0.1927546941557649,0.21907257189359572,0.18561932591951488,0.18561932591951488
D10212254,Chocolate,Chocolate Oscuro / Dark Chocolate,28.0,28.4897,0.27,33.1601,3.9709,2.0,0.0,1.0,,,5.0,3.0,4.0,,,6.0,7.0,5.0,,,0.0,2.0,2.0,,,6.5,5.0,6.0,,,6.0,5.0,6.0,,,0.2846939106737585,0.20379998801126467,0.17838320816965622,0.1665614465726603,0.1665614465726603,0.2785355183387691,0.2051182595840374,0.18328563447148366,0.16653029380285492,0.16653029380285492,0.27026288665882997,0.21393069092757686,0.1893687376493044,0.16321884238214435,0.16321884238214435,0.28380664681956386,0.19959045525353902,0.19206766400299766,0.16226761696194975,0.16226761696194975,0.28877166642033475,0.2008645370765874,0.192023166766626,0.15917031486822594,0.15917031486822594,0.273409733881464,0.214131274693042,0.18708192634280774,0.1626885325413431,0.1626885325413431
D10212255,Chocolate,Chocolate Oscuro / Dark Chocolate,20.0,51.6352,0.25,3.0231,0.7918,0.0,0.0,,,,6.0,6.0,,,,7.0,7.0,,,,3.0,3.0,,,,0.0,0.0,,,,5.0,5.0,,,,0.19646976062628002,0.2388097949414504,0.1882401481440899,0.1882401481440899,0.1882401481440899,0.19547168013203528,0.23954805507760174,0.18832675493012097,0.18832675493012097,0.18832675493012097,0.19465436918307508,0.2603455917034609,0.181666679704488,0.181666679704488,0.181666679704488,0.19356808804170444,0.25542478284484554,0.1836690430378167,0.1836690430378167,0.1836690430378167,0.2060811712604381,0.2600882381762994,0.17794353018775416,0.17794353018775416,0.17794353018775416,0.18718394809511854,0.27635510831195653,0.17882031453097494,0.17882031453097494,0.17882031453097494
D10212773,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,44.179,0.24,8.9722,0.5781,3.0,0.0,1.0,,,5.5,6.0,6.0,,,5.5,6.0,5.0,,,3.0,4.0,4.0,,,5.0,0.0,4.0,,,6.5,5.0,6.0,,,0.19322508569107333,0.22688500795479183,0.19765415513581008,0.1911178756091624,0.1911178756091624,0.1939594276287885,0.22173938351912997,0.2024542239936945,0.19092348242919355,0.19092348242919355,0.18841764225569058,0.24082184407944154,0.1952061345038319,0.187777189580518,0.187777189580518,0.1900184194948185,0.23621012340851666,0.19571248195573523,0.18902948757046475,0.18902948757046475,0.18985721284405496,0.24047690849840486,0.1960137401979584,0.18682606922979084,0.18682606922979084,0.18530787154767234,0.24529030687451636,0.19944266676312544,0.184979577407343,0.184979577407343
D10212868,Chocolate,Chocolate Oscuro / Dark Chocolate,20.0,38.7127,0.12,20.6993,0.9469,2.0,0.0,2.0,,,5.5,5.0,5.0,,,6.0,6.0,5.0,,,0.0,3.0,4.0,,,6.0,4.0,5.0,,,6.5,5.0,5.0,,,0.21421944341954904,0.17603299321878144,0.2624617138826446,0.17364292473951248,0.17364292473951248,0.22015778464566402,0.1746979929691758,0.2610955399785495,0.17202434120330537,0.17202434120330537,0.22023100158269646,0.1699216466653236,0.2731504938864247,0.16834842893277766,0.16834842893277766,0.21596500410914235,0.16963733769952577,0.28083955950180484,0.16677904934476356,0.16677904934476356,0.21096174002817655,0.16320177604500968,0.3054397233593395,0.1601983802837371,0.1601983802837371,0.2214793727289679,0.1730180940647875,0.26192374368289056,0.171789394761677,0.171789394761677
D10220717,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,46.9049,0.2,2.0388,0.6459,,,1.0,1.0,,,,7.0,4.0,,,,5.0,2.0,,,,4.0,2.5,,,,3.0,2.0,,,,6.0,6.0,,0.19979434591333436,0.19979434591333436,0.2000530776159884,0.20056388464400846,0.19979434591333436,0.19983331348896158,0.19983331348896158,0.1998676382739328,0.20063242125918246,0.19983331348896158,0.19926233207619698,0.19926233207619698,0.20028314389955987,0.20192985987184925,0.19926233207619698,0.1991224020818755,0.1991224020818755,0.200165365758875,0.20246742799549855,0.1991224020818755,0.19876687028770051,0.19876687028770051,0.2002269508874385,0.20347243824945993,0.19876687028770051,0.19971697659047155,0.19971697659047155,0.19979501644649578,0.20105405378208954,0.19971697659047155
D10220718,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,39.3847,0.29,17.41,4.2478,,,4.0,2.0,,,,6.0,4.0,,,,6.0,2.0,,,,3.0,2.0,,,,5.0,3.0,,,,6.0,7.0,,0.18720044297693908,0.18720044297693908,0.22356667833792973,0.21483199273125303,0.18720044297693908,0.1822949316241055,0.1822949316241055,0.2344705371222835,0.2186446680054,0.1822949316241055,0.17983442315286313,0.17983442315286313,0.2350480033296354,0.22544872721177522,0.17983442315286313,0.180442987111034,0.180442987111034,0.2364346013206155,0.2222364373462827,0.180442987111034,0.1746187145002978,0.1746187145002978,0.24856361710760866,0.2275802393914979,0.1746187145002978,0.1755113771173398,0.1755113771173398,0.24564423169399,0.2278216369539906,0.1755113771173398
D10220719,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,53.4629,0.37,1.9298,0.5856,,,1.0,1.0,,,,8.0,6.0,,,,6.0,2.0,,,,4.0,3.0,,,,3.0,2.0,,,,6.0,7.0,,0.1843694182616981,0.1843694182616981,0.26238106135412503,0.18451068386078065,0.1843694182616981,0.18341174116755257,0.18341174116755257,0.2652167990336719,0.1845479774636704,0.18341174116755257,0.1698230130552732,0.1698230130552732,0.3162696269831404,0.17426133385104012,0.1698230130552732,0.17125676175199625,0.17125676175199625,0.3145745932706589,0.17165512147335227,0.17125676175199625,0.1551868548287894,0.1551868548287894,0.37778949129177386,0.15664994422185782,0.1551868548287894,0.15831326133517915,0.15831326133517915,0.3495318707204287,0.1755283452740339,0.15831326133517915
D10220720,Chocolate,Chocolate Oscuro / Dark Chocolate,21.0,46.0137,0.16,3.2587,2.2574,,,2.0,1.0,,,,7.0,5.0,,,,5.0,2.0,,,,3.0,5.0,,,,4.0,3.0,,,,6.0,7.0,,0.19524484663472885,0.19524484663472885,0.21793165944105658,0.19633380065475675,0.19524484663472885,0.19574115498356953,0.19574115498356953,0.21576874886413866,0.19700778618515277,0.19574115498356953,0.1931701058041585,0.1931701058041585,0.22666024376285113,0.19382943882467338,0.1931701058041585,0.19298369665676382,0.19298369665676382,0.22684142663177448,0.1942074833979341,0.19298369665676382,0.19129455971086617,0.19129455971086617,0.23433219536212924,0.19178412550527207,0.19129455971086617,0.19459051725818413,0.19459051725818413,0.2203019982282116,0.19592644999723605,0.19459051725818413
D10220721,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,35.8334,0.17,37.7,3.3373,,,1.0,1.0,,,,3.0,3.0,,,,5.0,2.0,,,,1.0,2.0,,,,7.0,4.5,,,,6.0,8.0,,0.19537081600412068,0.19537081600412068,0.217378476408566,0.19650907557907185,0.19537081600412068,0.19512471833204095,0.19512471833204095,0.2181713459138621,0.19645449909001506,0.19512471833204095,0.194783304665569,0.194783304665569,0.21650644868266486,0.19914363732062818,0.194783304665569,0.19550087839459543,0.19550087839459543,0.21601760399249922,0.19747976082371446,0.19550087839459543,0.19334091161641967,0.19334091161641967,0.22373222319879207,0.19624504195194883,0.19334091161641967,0.19640838208398334,0.19640838208398334,0.21135020118033726,0.19942465256771275,0.19640838208398334
D10221374,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,33.3193,0.12,15.108,1.9474,,,1.0,,,,,4.0,,,,,5.0,,,,,2.0,,,,,6.0,,,,,6.0,,,0.1837371812506814,0.1837371812506814,0.2650512749972744,0.1837371812506814,0.1837371812506814,0.18199593371552397,0.18199593371552397,0.27201626513790406,0.18199593371552397,0.18199593371552397,0.18066359091850498,0.18066359091850498,0.2773456363259801,0.18066359091850498,0.18066359091850498,0.18036631875205886,0.18036631875205886,0.27853472499176457,0.18036631875205886,0.18036631875205886,0.17227556778225972,0.17227556778225972,0.3108977288709612,0.17227556778225972,0.17227556778225972,0.1851019676153717,0.1851019676153717,0.25959212953851313,0.1851019676153717,0.1851019676153717
D10221375,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,43.3041,0.08,10.716,1.5353,,,1.0,3.0,,,,7.0,4.0,,,,4.0,2.0,,,,4.0,3.0,,,,4.0,3.5,,,,6.0,7.0,,0.16712812890959508,0.16712812890959508,0.2368403770675485,0.2617752362036662,0.16712812890959508,0.16183548103816678,0.16183548103816678,0.2519509423819012,0.2625426145035985,0.16183548103816678,0.1579640873248475,0.1579640873248475,0.2535448242517841,0.27256291377367337,0.1579640873248475,0.15450246680425492,0.15450246680425492,0.26853397273401924,0.26795862685321614,0.15450246680425492,0.14647767137881246,0.14647767137881246,0.28021297440077947,0.2803540114627832,0.14647767137881246,0.15824704170471554,0.15824704170471554,0.26945044099870674,0.25580843388714664,0.15824704170471554
D10231139,Chocolate,Chocolate de Avena,25.0,35.68,0.15,8.371,0.9227,,,1.0,0.0,0.0,,,4.0,2.0,3.0,,,4.0,0.0,4.0,,,1.0,0.0,3.0,,,5.0,5.0,3.0,,,6.0,4.0,4.0,0.18369182340068985,0.18369182340068985,0.23031343752881966,0.1895247213020872,0.21277819436771336,0.18411901217721607,0.18411901217721607,0.22734920813706952,0.19157970582169961,0.2128330616867988,0.1798934504311092,0.1798934504311092,0.23618788501467672,0.1915740234292362,0.2124511906938686,0.18028010248660503,0.18028010248660503,0.23436655471601037,0.18752710916414908,0.21754613114663052,0.17239862967588485,0.17239862967588485,0.2545555641403087,0.1815769085475001,0.21907026796042145,0.18496094516985673,0.18496094516985673,0.22196185762439735,0.19646851861379971,0.21164773342208948
D11210897,Chocolate,Chocolate Oscuro / Dark Chocolate,19.0,38.0726,0.31,17.1822,2.5878,1.0,,2.0,,,5.0,,6.0,,,6.0,,5.0,,,3.0,,4.0,,,4.0,,4.0,,,5.0,,6.0,,,0.22290944214579841,0.18161824154499148,0.23223583321922708,0.18161824154499148,0.18161824154499148,0.21767185410744028,0.17676489404033832,0.2520334637715448,0.17676489404033832,0.17676489404033832,0.22615953114587,0.17321903437753483,0.2541833657215255,0.17321903437753483,0.17321903437753483,0.23238030213471575,0.17341123721749843,0.24738598621278882,0.17341123721749843,0.17341123721749843,0.223288098871358,0.16665231316251491,0.27675496164109725,0.16665231316251491,0.16665231316251491,0.22921756018825915,0.16769612597638356,0.2676940618825902,0.16769612597638356,0.16769612597638356
D11210899,Chocolate,Chocolate Oscuro / Dark Chocolate,21.0,35.1007,0.25,12.1577,1.7495,0.0,,1.0,,,4.0,,4.0,,,6.0,,4.0,,,1.0,,2.0,,,5.0,,6.0,,,6.0,,6.0,,,0.20894908473231638,0.19655022496485072,0.20140024037313153,0.19655022496485072,0.19655022496485072,0.20390797471002295,0.1957075236372968,0.20896945437808667,0.1957075236372968,0.1957075236372968,0.21577560879802346,0.1939618540925962,0.20233882892418792,0.1939618540925962,0.1939618540925962,0.21441947341393286,0.19443088194659688,0.20228788074627652,0.19443088194659688,0.19443088194659688,0.21941259467379726,0.19270443881625227,0.20247408887744595,0.19270443881625227,0.19270443881625227,0.21306271638583982,0.19270249324206873,0.20882980388795397,0.19270249324206873,0.19270249324206873
D11211154,Chocolate,Chocolate Oscuro / Dark Chocolate,25.0,28.6264,0.31,22.1665,4.5891,3.0,,1.0,,,6.0,,4.0,,,6.0,,5.0,,,4.0,,1.0,,,5.0,,6.0,,,6.0,,6.0,,,0.31375335755582867,0.16351618454727604,0.1956980888023433,0.16351618454727604,0.16351618454727604,0.31106066361123574,0.16067861277450426,0.20690349806525138,0.16067861277450426,0.16067861277450426,0.3056958058275582,0.15759597573138376,0.2215162669782905,0.15759597573138376,0.15759597573138376,0.3197776771460626,0.1536079094197771,0.21939859459460626,0.1536079094197771,0.1536079094197771,0.3274014717433555,0.14759970809355238,0.22979940397598742,0.14759970809355238,0.14759970809355238,0.3176926452397915,0.1554163554735333,0.21605828833960872,0.1554163554735333,0.1554163554735333
D11211362,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,29.1389,0.29,21.4028,4.6938,3.0,,1.0,,,6.0,,4.0,,,6.0,,5.0,,,4.0,,2.0,,,5.0,,6.0,,,5.0,,6.0,,,0.2949986431176467,0.17079008843857169,0.19263109156663819,0.17079008843857169,0.17079008843857169,0.28752363757805505,0.16980496213348242,0.2030614760214977,0.16980496213348242,0.16980496213348242,0.29280259672820347,0.16609616721206802,0.20890890163559256,0.16609616721206802,0.16609616721206802,0.3012650675586052,0.16351327580102634,0.2081951050383158,0.16351327580102634,0.16351327580102634,0.3119682784316539,0.15826993172382053,0.21322192639688436,0.15826993172382053,0.15826993172382053,0.2943917007911034,0.16570476306117246,0.2084940100253791,0.16570476306117246,0.16570476306117246
D11211364,Chocolate,Chocolate Oscuro / Dark Chocolate,29.0,32.8631,0.23,6.0881,5.8045,0.0,,,,,3.0,,,,,6.0,,,,,0.0,,,,,6.5,,,,,6.5,,,,,0.22114029095512935,0.19471492726121764,0.19471492726121764,0.19471492726121764,0.19471492726121764,0.22025321143018847,0.19493669714245285,0.19493669714245285,0.19493669714245285,0.19493669714245285,0.22314645558374194,0.1942133861040645,0.1942133861040645,0.1942133861040645,0.1942133861040645,0.2235683620173722,0.19410790949565696,0.19410790949565696,0.19410790949565696,0.19410790949565696,0.22667574917634095,0.1933310627059148,0.1933310627059148,0.1933310627059148,0.1933310627059148,0.22277324157099693,0.19430668960725075,0.19430668960725075,0.19430668960725075,0.19430668960725075
D11211365,Chocolate,Chocolate con Leche / Milk chocolate,23.0,44.6664,0.21,3.9075,0.861,2.0,,3.5,,,4.0,,1.5,,,6.5,,5.5,,,0.0,,2.5,,,7.5,,4.5,,,6.5,,6.0,,,0.21333556905026685,0.19665289032635933,0.19670575997065523,0.19665289032635933,0.19665289032635933,0.216136915063639,0.19591949363836456,0.19610460402126736,0.19591949363836456,0.19591949363836456,0.21087839787853477,0.19719778332972518,0.19752825213228978,0.19719778332972518,0.19719778332972518,0.21315503471655184,0.19662149147280936,0.19698049086502015,0.19662149147280936,0.19662149147280936,0.2184627369325417,0.19524918071823794,0.19578972091274452,0.19524918071823794,0.19524918071823794,0.21093509045525546,0.1972061927693944,0.19744633123656133,0.1972061927693944,0.1972061927693944
D11220072,Chocolate,Chocolate Oscuro / Dark Chocolate,24.0,40.6916,0.09,14.068,1.9334,0.0,,2.0,,,5.5,,7.0,,,6.0,,5.0,,,2.0,,3.0,,,5.0,,4.0,,,5.5,,6.0,,,0.224138971099056,0.1716726396048434,0.2608431100864137,0.1716726396048434,0.1716726396048434,0.22410385882511571,0.1672866211313362,0.2740362777808756,0.1672866211313362,0.1672866211313362,0.23707376223689564,0.16188812885508863,0.2772618511978387,0.16188812885508863,0.16188812885508863,0.22722818657690114,0.1597831765445323,0.2934222837895018,0.1597831765445323,0.1597831765445323,0.22199026362180374,0.1529494913767845,0.3191612622478427,0.1529494913767845,0.1529494913767845,0.22679813987356578,0.16427841035694374,0.2803666290556029,0.16427841035694374,0.16427841035694374
D11220073,Chocolate,Chocolate Oscuro / Dark Chocolate,28.0,46.8396,0.08,5.1188,0.8853,2.0,,1.0,,,6.0,,8.0,,,6.0,,6.0,,,2.0,,5.0,,,5.0,,3.0,,,5.5,,6.0,,,0.2392807981516462,0.1809552640128204,0.21785340980989262,0.1809552640128204,0.1809552640128204,0.2325515571019615,0.1774065436367072,0.2352288119879169,0.1774065436367072,0.1774065436367072,0.2754420718130703,0.16755984267655652,0.2218784001572602,0.16755984267655652,0.16755984267655652,0.255208951717882,0.16944898566333058,0.23644409129212612,0.16944898566333058,0.16944898566333058,0.262147943786119,0.16467451093434105,0.24382852341085792,0.16467451093434105,0.16467451093434105,0.24660831846899173,0.16826581943445895,0.24859422322763144,0.16826581943445895,0.16826581943445895
D11220074,Chocolate,Chocolate Oscuro / Dark Chocolate,21.0,44.1902,0.19,4.7471,0.7556,3.0,,3.0,,,4.0,,6.0,,,6.0,,5.0,,,2.0,,3.0,,,5.0,,4.0,,,5.5,,7.0,,,0.22333596587336646,0.19250336115756525,0.19915395065393768,0.19250336115756525,0.19250336115756525,0.2290277552169027,0.19186674278823426,0.19537201641839455,0.19186674278823426,0.19186674278823426,0.22187895639174693,0.19205806840873035,0.201946838382062,0.19205806840873035,0.19205806840873035,0.22488532895918747,0.19120804001055253,0.20149055100915508,0.19120804001055253,0.19120804001055253,0.23149381019634693,0.18894189997284208,0.2016804898851268,0.18894189997284208,0.18894189997284208,0.224402493060876,0.1928291862273367,0.19710994825711392,0.1928291862273367,0.1928291862273367
D11220075,Chocolate,Chocolate Oscuro / Dark Chocolate,20.0,37.4519,0.19,23.635,0.945,0.0,,1.0,,,4.0,,5.0,,,5.0,,5.0,,,3.0,,4.0,,,5.0,,5.0,,,5.5,,6.0,,,0.1999467567659982,0.195863355246595,0.21246317749421673,0.195863355246595,0.195863355246595,0.20427875079590124,0.19640855126242668,0.20649559541681878,0.19640855126242668,0.19640855126242668,0.19879910349856397,0.19611024273402733,0.21287016829935404,0.19611024273402733,0.19611024273402733,0.19949943547424623,0.19575499282965908,0.21323558603677656,0.19575499282965908,0.19575499282965908,0.19812007255073447,0.19470415417279005,0.21776746493089552,0.19470415417279005,0.19470415417279005,0.20157149468506222,0.19762046602435143,0.2055671072418836,0.19762046602435143,0.19762046602435143
D11220076,Chocolate,Chocolate Oscuro / Dark Chocolate,30.0,36.4263,0.24,10.678,2.1613,1.0,,1.0,,,6.0,,5.0,,,5.0,,5.0,,,2.0,,2.0,,,5.0,,5.0,,,5.5,,6.0,,,0.20843485912429613,0.19585854406599293,0.20398950867772506,0.19585854406599293,0.19585854406599293,0.20619187304690456,0.19538121617190596,0.2076644784373775,0.19538121617190596,0.19538121617190596,0.21262461816970224,0.19387322743057903,0.2057556995385606,0.19387322743057903,0.19387322743057903,0.21122164785086125,0.19312793160103844,0.2093945573460233,0.19312793160103844,0.19312793160103844,0.21629381415024476,0.19316126710321282,0.20422238454011676,0.19316126710321282,0.19316126710321282,0.21365759105973223,0.1921791962436586,0.20980482020929198,0.1921791962436586,0.1921791962436586
D11220229,Chocolate,Chocolate de Avena,23.0,40.9555,0.15,4.9001,1.0307,0.0,,1.0,1.0,,3.5,,5.0,4.0,,5.5,,5.0,2.0,,0.0,,1.0,2.0,,5.0,,5.0,3.0,,5.5,,6.0,6.0,,0.22662379060003837,0.1819315563300201,0.2241137367283481,0.1853993600115732,0.1819315563300201,0.2338583120637232,0.18111233474648014,0.2184228819676518,0.18549413647566473,0.18111233474648014,0.22363828661626,0.17871729585265606,0.235054522618988,0.18387259905943992,0.17871729585265606,0.22820355320974836,0.17787300057288286,0.23425830906629755,0.18179213657818835,0.17787300057288286,0.22368624603267218,0.1731477905978178,0.25312755865119735,0.1768906141204949,0.1731477905978178,0.2281745923546159,0.18145306915799836,0.2210128602613279,0.18790640906805953,0.18145306915799836
D11220230,Chocolate,Chocolate de Avena,22.0,40.5008,0.1,4.9489,1.0494,0.0,,0.0,1.0,,2.0,,5.0,3.0,,5.5,,5.0,2.0,,1.0,,0.0,1.5,,5.0,,5.0,2.0,,5.5,,6.0,5.5,,0.22454649225374165,0.16345643740221613,0.2489296063502828,0.19961102659154337,0.16345643740221613,0.2263910799547438,0.1606401351510297,0.25311104844570886,0.19921760129748797,0.1606401351510297,0.2333747438180644,0.15281781827303617,0.2629012771358109,0.19808834250005233,0.15281781827303617,0.2247997411255253,0.15105106889225267,0.2732326166295432,0.19986550446042614,0.15105106889225267,0.2190822031491569,0.14377704897120494,0.29860703700235347,0.1947566619060797,0.14377704897120494,0.22833780107515855,0.15630851482821287,0.26148169573922286,0.19756347352919285,0.15630851482821287
D11221890,Chocolate,Chocolate Oscuro / Dark Chocolate,23.0,33.9461,0.14,21.648,2.0872,,,,,3.0,,,,,5.0,,,,,5.0,,,,,4.0,,,,,3.5,,,,,4.0,0.19041482827507156,0.19041482827507156,0.19041482827507156,0.19041482827507156,0.2383406868997138,0.19113703732441922,0.19113703732441922,0.19113703732441922,0.19113703732441922,0.23545185070232308,0.18981174201866258,0.18981174201866258,0.18981174201866258,0.18981174201866258,0.24075303192534972,0.1896711303160878,0.1896711303160878,0.1896711303160878,0.1896711303160878,0.241315478735649,0.1853976804680249,0.1853976804680249,0.1853976804680249,0.1853976804680249,0.2584092781279004,0.1908066114566825,0.1908066114566825,0.1908066114566825,0.1908066114566825,0.23677355417327
D11221891,Chocolate,Chocolate Oscuro / Dark Chocolate,20.0,33.8288,0.1,23.53,1.7806,,,,,2.0,,,,,5.0,,,,,5.0,,,,,4.0,,,,,3.0,,,,,4.0,0.18149110697647156,0.18149110697647156,0.18149110697647156,0.18149110697647156,0.2740355720941138,0.18230382089767488,0.18230382089767488,0.18230382089767488,0.18230382089767488,0.27078471640930046,0.17872239138787654,0.17872239138787654,0.17872239138787654,0.17872239138787654,0.2851104344484938,0.1777267244159879,0.1777267244159879,0.1777267244159879,0.1777267244159879,0.2890931023360484,0.1707890907498861,0.1707890907498861,0.1707890907498861,0.1707890907498861,0.3168436370004556,0.17967818727458856,0.17967818727458856,0.17967818727458856,0.17967818727458856,0.28128725090164575
D11222346,Chocolate,Chocolate de Avena,23.0,40.04,0.14,4.9359,1.501,,,1.0,,,,,5.0,,,,,5.0,,,,,3.0,,,,,5.0,,,,,6.0,,,0.1883485698490236,0.1883485698490236,0.24660572060390573,0.1883485698490236,0.1883485698490236,0.1890906653194481,0.1890906653194481,0.24363733872220772,0.1890906653194481,0.1890906653194481,0.18459145041614405,0.18459145041614405,0.2616341983354238,0.18459145041614405,0.18459145041614405,0.18444108611692106,0.18444108611692106,0.26223565553231565,0.18444108611692106,0.18444108611692106,0.17800953130119207,0.17800953130119207,0.28796187479523166,0.17800953130119207,0.17800953130119207,0.1887162248429924,0.1887162248429924,0.2451351006280305,0.1887162248429924,0.1887162248429924
D11222347,Chocolate,Chocolate de Avena,30.0,41.9502,0.15,3.0864,1.6753,,,0.0,,,,,5.0,,,,,5.0,,,,,3.0,,,,,5.0,,,,,6.0,,,0.19691904043798897,0.19691904043798897,0.2123238382480442,0.19691904043798897,0.19691904043798897,0.1960791388586578,0.1960791388586578,0.21568344456536878,0.1960791388586578,0.1960791388586578,0.19516756686951198,0.19516756686951198,0.21932973252195206,0.19516756686951198,0.19516756686951198,0.19576788474340373,0.19576788474340373,0.21692846102638502,0.19576788474340373,0.19576788474340373,0.1920762271788659,0.1920762271788659,0.23169509128453647,0.1920762271788659,0.1920762271788659,0.19613088635842024,0.19613088635842024,0.21547645456631906,0.19613088635842024,0.19613088635842024
D11222348,Chocolate,Chocolate Oscuro / Dark Chocolate,22.0,37.4738,0.2,12.604,1.0325,,,1.0,,,,,5.0,,,,,4.0,,,,,3.0,,,,,5.0,,,,,6.0,,,0.1984902816906313,0.1984902816906313,0.20603887323747494,0.1984902816906313,0.1984902816906313,0.19941173368524479,0.19941173368524479,0.20235306525902091,0.19941173368524479,0.19941173368524479,0.19834374931026186,0.19834374931026186,0.20662500275895257,0.19834374931026186,0.19834374931026186,0.1983912465421981,0.1983912465421981,0.20643501383120758,0.1983912465421981,0.1983912465421981,0.19748531558806165,0.19748531558806165,0.21005873764775343,0.19748531558806165,0.19748531558806165,0.19959993593391515,0.19959993593391515,0.2016002562643394,0.19959993593391515,0.19959993593391515
